Time stamp sent long;Time stamp sent short [microseconds];Time stamp received long;Time stamp received short [microseconds];Infrared_FrontRight;Infrared_Rear;Infrared_RearRight;UltraSonic_FrontCenter;UltraSonic_FrontRight;UltraSonic_RearRight
2017-02-09 19:58:07.381469;1486670287381469;2017-02-09 19:58:07.382330;1486670287382330;-1;-1;-1;-1;-1;30.3819
2017-02-09 19:58:07.484079;1486670287484079;2017-02-09 19:58:07.485484;1486670287485484;-1;-1;-1;-1;-1;30.4852
2017-02-09 19:58:07.583639;1486670287583639;2017-02-09 19:58:07.586170;1486670287586170;-1;-1;-1;-1;-1;30.5885
2017-02-09 19:58:07.682549;1486670287682549;2017-02-09 19:58:07.683206;1486670287683206;-1;-1;-1;-1;-1;30.6899
2017-02-09 19:58:07.783842;1486670287783842;2017-02-09 19:58:07.785150;1486670287785150;-1;-1;-1;-1;-1;30.7908
2017-02-09 19:58:07.886846;1486670287886846;2017-02-09 19:58:07.887805;1486670287887805;-1;-1;-1;-1;-1;30.8907
2017-02-09 19:58:07.977397;1486670287977397;2017-02-09 19:58:07.981394;1486670287981394;-1;-1;-1;-1;-1;30.9894
2017-02-09 19:58:08.77319;1486670288077319;2017-02-09 19:58:08.78535;1486670288078535;-1;-1;-1;-1;-1;31.0862
2017-02-09 19:58:08.177962;1486670288177962;2017-02-09 19:58:08.184860;1486670288184860;-1;-1;-1;-1;-1;31.3502
2017-02-09 19:58:08.277897;1486670288277897;2017-02-09 19:58:08.281517;1486670288281517;-1;-1;-1;-1;-1;31.8961
2017-02-09 19:58:08.381639;1486670288381639;2017-02-09 19:58:08.383354;1486670288383354;-1;-1;-1;-1;-1;32.492
2017-02-09 19:58:08.494898;1486670288494898;2017-02-09 19:58:08.496367;1486670288496367;-1;-1;-1;-1;-1;26.3531
2017-02-09 19:58:08.586725;1486670288586725;2017-02-09 19:58:08.588343;1486670288588343;-1;-1;-1;-1;-1;25.9708
2017-02-09 19:58:08.679900;1486670288679900;2017-02-09 19:58:08.681940;1486670288681940;-1;-1;-1;-1;-1;25.6224
2017-02-09 19:58:08.783597;1486670288783597;2017-02-09 19:58:08.789965;1486670288789965;-1;-1;-1;-1;-1;25.307
2017-02-09 19:58:08.877878;1486670288877878;2017-02-09 19:58:08.878655;1486670288878655;-1;-1;-1;-1;-1;25.0247
2017-02-09 19:58:08.978338;1486670288978338;2017-02-09 19:58:08.979688;1486670288979688;-1;-1;-1;-1;-1;24.7698
2017-02-09 19:58:09.80022;1486670289080022;2017-02-09 19:58:09.80843;1486670289080843;-1;-1;-1;-1;-1;24.5452
2017-02-09 19:58:09.178183;1486670289178183;2017-02-09 19:58:09.189422;1486670289189422;-1;-1;-1;-1;-1;24.3439
2017-02-09 19:58:09.280224;1486670289280224;2017-02-09 19:58:09.281615;1486670289281615;-1;-1;-1;-1;-1;24.167
2017-02-09 19:58:09.380838;1486670289380838;2017-02-09 19:58:09.382152;1486670289382152;-1;-1;-1;-1;-1;24.681
2017-02-09 19:58:09.482154;1486670289482154;2017-02-09 19:58:09.483578;1486670289483578;-1;-1;-1;-1;-1;25.2214
2017-02-09 19:58:09.577357;1486670289577357;2017-02-09 19:58:09.595117;1486670289595117;-1;-1;-1;-1;-1;25.7848
